SeniorCitizen,Partner,Dependents,tenure,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,PaperlessBilling,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,1,0,1.4745908315850185,1,0,1,0,0,1,1.2045030971251047,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-1.2471992872581381,0,1,0,1,0,0,-0.03617660127477782,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,0,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,-1.3464441800535252,1,0,0,1,0,0,0,0,0,1,1
1,1,0,1.0843365120829946,0,1,0,1,1,1,-0.0236537679212913,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.7150625720111337,1,0,1,0,0,1,1.1342132282792445,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0331224013585834,0,1,1,1,0,0,-0.1117290089300958,1,0,0,1,0,0,0,0,1,0,0
1,1,0,0.2292088739623573,0,1,0,0,0,1,0.6211234681431647,0,1,0,1,0,0,0,0,1,0,0
1,1,0,-0.5444780367182193,0,0,1,1,0,1,-1.0124229830201346,1,0,0,1,0,0,0,1,0,0,0
0,0,0,0.1477681465222966,0,0,0,0,0,0,-1.502653098069141,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0.6771328748826912,0,0,1,0,0,0,-0.4972659129686364,1,0,0,0,0,1,0,0,0,1,0
1,1,0,-0.2187151269579764,1,0,0,0,0,1,0.356897745116751,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8702409464784621,1,0,0,1,0,1,1.099721004191008,0,1,0,1,0,0,1,0,0,0,1
0,1,1,1.5322605130033284,0,1,1,1,1,1,1.2077378092018058,0,1,0,0,0,1,0,1,0,0,0
0,1,0,1.1657772395230557,1,1,1,1,1,1,0.53304822713436,1,0,0,0,0,1,1,0,0,0,0
1,0,0,-1.2367242199587352,0,0,0,0,0,1,-0.6800635829869099,1,0,0,1,0,0,0,0,1,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,0,0.1459331538889525,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9516816739185228,0,0,0,0,0,1,0.529087863158466,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.62591876415828,0,0,0,0,0,0,-1.4827115340671475,0,0,1,0,1,0,0,0,0,1,0
0,1,0,-0.7888002190384014,1,0,1,1,0,0,0.9750862291785486,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.6137012404433893,1,1,1,1,0,1,1.5251410362335358,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.14894654568622087,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.3815965818380978,1,1,1,1,0,1,1.1462513201956597,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.9121619372879366,1,0,0,0,0,0,0.315006881069274,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.369379058123207,0,1,1,1,0,1,1.2758714862086171,0,1,0,0,1,0,1,0,0,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1612868252341146,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.9621754209229036,1,0,0,0,0,0,-1.3248408190513656,0,0,1,0,1,0,0,0,1,0,1
0,0,0,0.6364125111626608,1,0,1,1,0,1,1.3739175092184182,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.41569819875979397,1,0,1,1,0,1,1.3270507768777335,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.5037576729981889,0,0,0,0,0,0,-1.4860351280674795,0,0,1,1,0,0,0,0,0,1,0
0,0,0,0.2292088739623573,1,0,0,1,1,0,1.0049985751815391,0,1,0,0,1,0,1,0,0,0,0
0,1,0,-0.5037576729981889,0,0,0,0,0,1,0.8055829351616043,0,1,0,1,0,0,0,0,0,1,1
1,0,0,-0.7082550030235878,0,0,1,0,0,1,0.3203486527697597,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.4223169455581282,1,1,0,0,0,1,1.2160467942026365,0,1,0,1,0,0,1,0,0,0,1
0,1,1,-0.0151133083578247,0,1,1,1,1,0,0.2937494591104381,1,0,0,0,0,1,0,0,0,1,0
0,1,1,1.4150556625841448,1,0,0,0,0,1,0.6144379818158796,0,1,0,0,1,0,0,0,1,0,1
0,0,0,0.3513699651224484,0,0,0,1,0,1,-0.4457502059634864,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0.6771328748826912,1,1,0,0,0,1,1.1994288242009752,0,1,0,1,0,0,0,0,0,1,0
0,1,1,1.321472303209699,1,1,0,1,1,1,1.4963530194150514,0,1,0,0,0,1,0,1,0,0,1
1,0,0,-1.2568928528587857,0,0,0,0,0,0,0.17186534416713536,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.4915401492832985,1,0,1,0,0,1,0.8371570781647607,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.18066652904092356,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.4100994218432374,0,1,1,0,1,1,-0.1266851819315907,1,0,0,0,1,0,1,0,0,0,0
0,0,1,-1.318164947398796,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,0,1,0,0,0,1,0
0,1,0,-1.1145631287986442,0,0,0,0,0,0,0.1724382780983114,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.8312554450033617,0,0,1,1,0,1,0.5338520768609302,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5549668621913479,1,1,0,0,0,1,-0.21239887826952325,1,0,0,1,0,0,1,0,0,0,1
0,1,1,-0.748079855318371,1,1,1,0,0,0,0.1475113230958195,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-0.8702409464784621,0,0,0,0,0,0,-1.4760643460664828,0,0,1,1,0,0,0,0,0,1,0
0,0,1,0.758573602322752,0,1,0,1,1,0,-0.1532739339342488,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-0.5851984004382496,0,0,0,0,0,0,-1.520932865070968,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-1.0738427650786138,0,0,0,0,0,0,0.1923798421003046,0,1,0,1,0,0,0,1,0,0,0
0,0,1,-1.2774445836787656,0,0,0,0,0,0,-1.4974578389782913,0,0,1,1,0,0,0,0,0,1,1
0,1,1,0.3920903288424788,0,0,0,0,0,1,0.4383257981248911,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.3920903288424788,1,0,0,0,1,1,1.181149057199148,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1.5322605130033284,1,1,1,1,0,0,0.6626683931473177,1,0,0,0,0,1,0,0,0,1,0
0,1,0,0.5526265325278565,0,1,0,1,0,1,-0.5955380883610152,1,0,0,1,0,0,1,0,0,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.17085758858666436,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.871329368535299,1,0,0,0,0,1,0.6141895079765327,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.6137012404433893,1,0,1,1,0,1,1.3622849302172555,0,1,0,0,1,0,0,1,0,0,0
0,1,0,1.1043106819736361,1,0,1,1,0,1,1.3253386045040298,0,1,0,1,0,0,0,1,0,0,1
0,0,0,0.4735310562825394,0,0,0,1,1,0,1.1745018691984834,0,1,0,0,0,1,1,0,0,0,0
1,0,0,0.6364125111626608,1,0,1,0,0,1,1.1379423351948288,0,1,0,0,1,0,0,0,1,0,0
0,1,0,-1.0211628483929538,0,0,0,0,0,0,0.6826617074593097,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.1779947632379461,0,0,0,0,0,0,-1.54585982007346,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-1.269899147226216,1,0,0,0,0,1,-0.22760189121325558,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.7992939660427822,0,0,0,0,0,0,-1.4660935640654862,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-0.8702409464784621,0,0,0,0,0,0,-1.479387940066815,0,0,1,1,0,0,0,0,0,1,0
0,0,0,-0.8702409464784621,0,1,0,1,0,1,0.4898415051300408,0,1,0,1,0,0,1,0,0,0,0
0,0,0,-0.9109613101984924,0,0,0,1,0,1,1.001674981181207,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1138790732439943,1,1,0,0,0,1,0.8151311796607155,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.14467371349561545,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.9742016520163136,1,0,0,1,0,0,0,0,1,0,1
0,1,0,-0.8151104948142218,0,0,0,0,0,0,0.7963874207750559,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,1,1,0,0,1,0.1475113230958195,1,0,0,0,0,1,0,1,0,0,0
1,0,0,-1.2774445836787656,1,0,0,0,0,1,0.3337968753543732,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.6703093601146883,1,0,0,0,0,1,0.6615841852826587,0,1,0,1,0,0,0,0,1,0,1
0,1,0,-0.9516816739185228,0,0,0,0,0,1,0.4981504901308714,0,1,0,1,0,0,0,0,1,0,0
0,0,0,1.2081444937599133,1,0,1,0,1,1,1.331469088310719,0,1,0,0,1,0,1,0,0,0,1
1,1,0,1.5322605130033284,1,1,1,1,1,1,1.624848856243503,0,1,0,0,0,1,0,0,1,0,0
0,1,1,0.4735310562825394,0,0,1,1,1,1,-0.0951110389284345,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1.6137012404433893,1,1,1,0,1,0,0.7075369121518029,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.15476481747283732,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.880734693482843,1,1,0,1,0,1,1.302460238211275,0,1,0,0,1,0,1,0,0,0,1
0,0,0,-1.0738427650786138,1,0,0,0,1,1,0.7706851981581158,0,1,0,1,0,0,1,0,0,0,0
0,1,1,-0.0965540357978854,0,0,0,1,0,0,0.720831288153132,0,1,0,0,1,0,0,0,1,0,0
1,0,0,-0.5851984004382496,1,0,1,0,1,1,0.6875953481498096,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.5037576729981889,0,0,0,0,0,1,-0.6784017859867437,1,0,0,1,0,0,0,0,1,0,0
0,1,0,-1.1960038562387048,1,0,0,0,1,1,0.4948268961305394,0,1,0,1,0,0,1,0,0,0,1
0,1,0,0.5956921474426305,0,0,0,1,0,1,0.682609957149311,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.7992939660427822,1,0,0,1,1,1,1.0465435001856922,0,1,0,0,0,1,1,0,0,0,1
0,1,0,-0.748079855318371,0,0,0,0,0,0,-1.4744025490663168,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.505976692069473,0,0,1,1,0,0,0,0,1,0,0
0,0,0,-0.3408762181180675,1,0,0,0,0,0,-1.3348116010523623,0,0,1,0,1,0,1,0,0,0,0
0,1,1,0.3920903288424788,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,1,0,0,0,0,1,0
1,0,0,-0.4630373092781585,0,0,0,1,0,1,1.0648232671875193,0,1,0,1,0,0,1,0,0,0,1
1,0,0,1.6137012404433893,1,0,0,0,0,1,-1.3181936310507012,0,0,1,0,0,1,0,1,0,0,0
0,1,1,-1.2774445836787656,0,0,0,0,0,0,-0.6717545979860794,1,0,0,1,0,0,0,0,1,0,0
0,0,1,-0.4630373092781585,0,0,0,0,0,0,-0.6351950639824246,1,0,0,1,0,0,0,0,0,1,0
0,0,0,1.5729808767233588,1,1,1,1,1,1,1.7910285562601154,0,1,0,0,0,1,0,0,1,0,0
0,1,0,1.2064976032430856,1,1,1,1,1,0,1.6348196382444995,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0.5142514200025698,1,1,1,1,1,0,1.61321627724234,0,1,0,0,1,0,0,0,0,1,0
0,0,0,-0.9516816739185228,0,0,0,0,0,1,-1.522594662071134,0,0,1,1,0,0,0,0,0,1,1
0,1,1,1.312597292245811,1,0,1,1,0,1,1.3215304073941054,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,-0.626886078981594,1,0,0,1,0,0,0,0,1,0,0
0,0,0,1.4508197855632678,1,1,1,0,1,0,1.5118466602322065,0,1,0,0,0,1,0,1,0,0,0
0,1,0,-0.1372743995179157,0,0,0,1,0,1,0.3502505571160864,0,1,0,1,0,0,0,1,0,0,0
0,0,1,1.4508197855632678,1,1,1,0,1,1,0.722493085153298,1,0,0,0,0,1,1,0,0,0,0
0,0,0,-0.23977885302407448,0,1,1,1,1,0,0.3158550952872469,1,0,0,0,1,0,0,0,0,1,1
1,0,0,0.7992939660427822,0,1,0,0,0,1,-0.5305018529719588,1,0,0,1,0,0,0,1,0,0,0
0,1,0,-0.5037576729981889,0,0,0,0,0,0,-1.5126238800701377,0,0,1,1,0,0,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-1.5009913010689746,0,0,1,1,0,0,0,0,0,1,1
0,0,0,-0.5037576729981889,1,0,0,1,0,1,0.8620840331672525,0,1,0,1,0,0,0,1,0,0,0
0,1,1,0.7992939660427822,0,0,0,0,0,0,-1.4843733310673135,0,0,1,0,0,1,1,0,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1940416391004707,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-1.2367242199587352,0,0,0,0,0,1,-1.4694171580658184,0,0,1,1,0,0,0,0,0,1,0
0,1,1,-1.074073713992771,0,1,0,0,0,1,-0.5214892072311885,1,0,0,0,1,0,0,0,1,0,1
0,1,0,0.8400143297628127,1,1,0,1,0,0,0.9684390411778844,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.7222069465274901,0,0,0,0,0,1,0.8433726677658734,0,1,0,1,0,0,1,0,0,0,1
0,0,0,-0.5851984004382496,0,0,1,1,0,1,-1.0390117350227923,1,0,0,1,0,0,0,1,0,0,1
0,1,0,-0.9214811158780486,0,0,1,1,0,0,1.1277808820001374,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.3001558543980371,0,0,0,0,0,1,-1.5309036470719648,0,0,1,0,0,1,0,0,0,1,0
0,0,0,-0.6666391278783103,1,0,0,0,0,0,0.2621753161072821,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.0331224013585834,1,0,0,1,0,1,0.8537750481664219,0,1,0,1,0,0,0,0,1,0,1
1,0,0,1.4100994218432374,1,0,0,0,0,0,-1.3181936310507012,0,0,1,0,0,1,0,1,0,0,0
0,0,0,0.188488510242327,0,0,0,0,1,0,-1.2018678410390724,1,0,0,1,0,0,0,1,0,0,1
0,1,0,-0.5037576729981889,0,0,0,0,0,1,-1.3397969920528607,1,0,0,1,0,0,0,0,1,0,1
0,1,1,1.6137012404433893,1,0,1,1,1,1,1.126309756193666,0,1,0,0,0,1,1,0,0,0,0
0,1,1,0.0663274190822359,1,0,0,0,0,1,-1.30157566104904,0,0,1,0,1,0,0,1,0,0,0
0,0,0,-0.5851984004382496,1,0,1,0,0,1,0.8388188751649267,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1.0793789475063964,0,0,0,0,0,0,-1.5018145169855197,0,0,1,0,0,1,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,1,0,1,1,-0.6684310039857471,1,0,0,1,0,0,0,0,0,1,1
0,1,0,1.6137012404433893,1,1,1,1,1,1,1.624848856243503,0,1,0,0,0,1,1,0,0,0,0
0,1,1,-0.4223169455581282,0,0,1,0,0,0,-0.8495668770038544,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.0331224013585834,0,0,0,0,0,0,-1.504314895069307,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0.5743235376649336,1,0,1,1,0,1,0.6593095692190647,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0.5956921474426305,0,0,0,0,0,0,-1.479387940066815,0,0,1,0,0,1,0,1,0,0,0
1,1,0,-0.5851984004382496,0,0,0,0,0,0,0.4582673621268844,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.5142514200025698,1,0,0,1,1,1,0.7474200401557899,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,1,0,1,-0.4744514433039012,1,0,0,1,0,0,0,0,1,0,1
0,1,0,0.6868108210606598,0,1,0,0,0,0,0.6564981319400921,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2511066584396713,0,0,0,0,0,0,-0.6232653534683762,1,0,0,1,0,0,0,0,0,1,1
1,1,0,-0.9030018507036902,0,0,0,0,0,1,0.5210824516151674,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-0.0965540357978854,0,1,0,0,1,0,0.0511270970861842,1,0,0,1,0,0,1,0,0,0,0
0,0,0,-1.2446882593233795,1,0,0,0,0,1,-0.4426327303012817,1,0,0,1,0,0,0,0,1,0,1
1,1,0,1.369379058123207,1,0,1,1,1,1,1.440389389225063,0,1,0,0,1,0,0,1,0,0,0
0,1,1,-0.055833672077855,0,0,0,0,0,1,-1.502653098069141,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.1070477828022663,0,0,0,1,1,1,1.1462513201956597,0,1,0,0,1,0,0,0,1,0,0
0,1,1,-1.2401778378850679,0,0,0,0,0,0,-0.024768464375560018,1,0,0,1,0,0,0,0,0,1,1
0,1,1,0.8400143297628127,0,1,1,1,0,1,-0.533825446972291,1,0,0,1,0,0,1,0,0,0,0
0,1,0,0.3920903288424788,1,0,1,1,1,1,1.152898508196324,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5322605130033284,1,0,0,0,0,0,-1.33148800705203,0,0,1,0,0,1,1,0,0,0,0
0,0,0,1.5322605130033284,1,1,1,1,1,0,1.688058127282679,0,1,0,0,1,0,0,1,0,0,1
0,1,1,-0.9516816739185228,1,0,0,1,0,1,0.8504514541660894,0,1,0,0,1,0,0,0,1,0,0
0,1,1,1.6137012404433893,1,1,1,1,1,0,1.4187860282229037,0,1,0,0,0,1,0,1,0,0,0
0,0,0,1.5729808767233588,1,1,1,1,0,1,1.395520870220578,0,1,0,0,0,1,0,1,0,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,1,0.179085466098976,0,1,0,1,0,0,0,0,0,1,1
0,1,0,-0.7888002190384014,0,0,0,0,0,0,-0.6966815529885713,1,0,0,0,1,0,0,0,1,0,0
0,1,1,-0.1779947632379461,1,0,0,0,0,0,-0.4939423189683041,1,0,0,1,0,0,0,0,0,1,0
0,0,0,-1.2619708022599139,0,0,0,0,0,0,0.507689245465534,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.3920903288424788,0,0,0,1,1,0,0.2787932861089434,1,0,0,0,1,0,0,0,1,0,0
0,0,0,-0.055833672077855,0,0,0,1,1,1,-0.3161300399505289,1,0,0,1,0,0,0,0,1,0,1
0,1,1,-1.318164947398796,0,1,0,1,1,1,-0.4058670779594996,1,0,0,0,0,1,1,0,0,0,0
0,0,1,0.0256070553622056,0,1,0,0,1,0,-1.0207319680209652,1,0,0,0,1,0,0,1,0,0,0
0,1,1,0.3920903288424788,1,1,1,0,0,1,0.9867188081797118,0,1,0,0,1,0,0,1,0,0,0
1,0,0,-1.2367242199587352,1,0,0,0,0,1,0.2605135191071156,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0.7178532386027215,0,0,0,0,0,1,-1.4760643460664828,0,0,1,0,1,0,0,0,0,1,0
0,0,0,-1.1552834925186746,1,0,1,0,0,1,0.8039211381614382,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,-1.4710789550659844,0,0,1,1,0,0,0,0,0,1,1
0,0,0,0.1477681465222966,1,0,0,1,0,0,-0.2978502729487016,1,0,0,0,1,0,0,0,1,0,0
0,1,0,0.758573602322752,1,0,0,0,1,1,0.3469269631157543,1,0,0,0,0,1,1,0,0,0,0
0,1,1,0.5142514200025698,0,0,0,0,0,0,-1.4594463760648215,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0.166148099858843,1,0,1,0,0,1,0.6105731004903088,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.0843365120829946,0,0,1,0,1,1,1.1728400721983174,0,1,0,0,0,1,0,0,0,1,0
0,0,0,1.6137012404433893,1,1,0,1,1,0,0.6493740171459885,1,0,0,0,0,1,0,1,0,0,0
1,0,0,-1.2774445836787656,0,0,0,0,0,1,0.1624674960973147,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.5729808767233588,1,1,1,1,1,0,0.7341256641544608,1,0,0,0,0,1,1,0,0,0,0
0,0,0,1.1058381668092274,1,0,1,0,1,1,1.1782393254939547,0,1,0,1,0,0,0,0,1,0,1
1,1,0,1.0667819333119997,1,0,1,0,0,1,1.167341776202977,0,1,0,0,1,0,0,1,0,0,1
0,0,0,0.5956921474426305,0,1,1,0,1,0,-0.8346107040023594,1,0,0,0,1,0,0,1,0,0,0
0,0,0,-1.2698079644051223,0,0,0,0,0,1,0.8386117835336805,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.3513699651224484,0,0,0,0,0,0,0.182409060099308,0,1,0,1,0,0,1,0,0,0,1
1,0,0,1.369379058123207,1,0,1,1,1,0,1.475375601070465,0,1,0,0,1,0,0,1,0,0,1
1,0,0,1.4915401492832985,1,1,0,1,1,0,0.3103674291120993,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1.6137012404433893,0,1,1,1,1,1,0.0295237360840249,1,0,0,0,0,1,1,0,0,0,0
0,1,0,-1.2774445836787656,0,0,0,0,0,1,-1.4660935640654862,0,0,1,1,0,0,0,0,0,1,0
1,1,0,0.9214550572028734,0,0,0,1,1,0,0.7989357471609396,0,1,0,0,0,1,0,1,0,0,0
0,1,1,-1.1552834925186746,0,1,0,0,0,0,-0.4806479429669752,1,0,0,1,0,0,0,0,1,0,0
0,0,0,-1.1145631287986442,0,0,0,0,1,1,0.3618831361172495,0,1,0,1,0,0,0,0,0,1,0
0,0,0,-0.020452655202816028,1,0,0,1,0,1,1.1652964703577566,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.4328106925625091,0,1,0,0,0,1,0.3469269631157543,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0.188488510242327,1,0,0,1,0,1,1.1728400721983174,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1.3286586944031769,1,1,0,0,0,1,1.1961052302006432,0,1,0,0,1,0,0,0,1,0,0
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.1591439020969822,0,1,0,1,0,0,0,0,0,1,1
0,0,0,0.2617217927975746,1,0,0,0,1,0,1.113031184842265,0,1,0,1,0,0,1,0,0,0,1
0,1,0,-0.6465607877022269,1,0,0,0,0,1,0.6713870764222396,0,1,0,1,0,0,0,0,1,0,1
0,1,1,0.1070477828022663,0,0,0,0,0,0,-1.4993295040688086,0,0,1,0,1,0,0,0,0,1,0
0,1,1,1.5729808767233588,0,0,0,0,0,0,-1.4976677070686424,0,0,1,0,0,1,0,1,0,0,0
0,0,0,-1.1233494308832852,0,0,0,1,1,1,0.5898463888679814,0,1,0,1,0,0,0,0,1,0,1
0,1,1,1.4508197855632678,1,1,1,1,0,1,1.5101848632320405,0,1,0,0,0,1,0,0,1,0,0
0,0,0,-0.31796619628695166,0,1,0,0,0,1,-0.43339618638242394,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0.9214550572028734,0,0,0,0,0,0,-1.4876969250676455,0,0,1,1,0,0,0,1,0,0,0
0,1,0,1.369379058123207,1,1,1,1,1,0,1.0581760791868549,0,1,0,0,0,1,0,0,0,1,0
0,0,0,-0.748079855318371,0,0,0,0,0,1,0.2073360151017999,0,1,0,1,0,0,0,1,0,0,1
0,1,0,-1.0680917712869311,1,0,0,0,0,1,0.7845718956060114,0,1,0,1,0,0,0,0,1,0,1
1,0,0,-0.5444780367182193,0,1,0,0,0,1,0.749081837155956,0,1,0,1,0,0,0,0,1,0,0
0,1,0,1.5729808767233588,0,1,1,1,1,1,0.6659919871476498,1,0,0,0,1,0,1,0,0,0,0
0,0,0,-0.5851984004382496,0,0,0,1,0,1,-0.4906187249679718,1,0,0,1,0,0,0,0,0,1,0
0,1,0,-1.1145631287986442,0,0,0,0,0,1,-1.3231790220511994,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-0.9261093557538798,0,1,0,1,1,0,-0.2209843712791358,1,0,0,1,0,0,0,0,0,1,1
0,0,0,-1.1552834925186746,0,0,0,0,0,1,0.787303168159777,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,1,0,0,0,0,1,-0.4972659129686364,1,0,0,1,0,0,0,1,0,0,0
1,0,0,-0.9122248467868995,0,1,0,0,1,0,1.073717434933716,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.0738427650786138,1,1,0,0,0,1,0.4748853321285456,0,1,0,1,0,0,0,0,1,0,1
0,1,1,-1.2774445836787656,0,1,0,0,0,0,-0.959385859980884,1,0,0,1,0,0,1,0,0,0,1
1,1,0,0.4328106925625091,1,1,0,1,1,1,1.4885815022298807,0,1,0,0,1,0,0,0,0,1,1
0,0,0,-1.2774445836787656,0,0,0,0,0,1,-0.6717545979860794,1,0,0,1,0,0,0,1,0,0,0
1,0,0,-0.8171021221603728,1,0,0,0,0,1,0.3247560659235087,0,1,0,1,0,0,0,0,0,1,1
0,0,0,-1.256647324453375,0,0,1,0,0,1,-0.46696487338972925,1,0,0,1,0,0,0,0,1,0,1
0,0,0,0.4328106925625091,0,0,1,0,0,1,-0.1582593249347472,1,0,0,0,0,1,0,0,1,0,0
0,1,0,0.9621754209229036,1,0,1,1,0,0,-0.1748772949364084,1,0,0,0,0,1,0,1,0,0,0
1,0,0,-0.055833672077855,1,0,1,0,0,1,1.1695164781979852,0,1,0,1,0,0,0,0,1,0,1
0,0,0,-0.3815965818380978,1,0,0,0,0,1,0.3386179781149237,0,1,0,1,0,0,0,0,1,0,1
0,1,0,1.3286586944031769,0,0,0,0,0,0,-1.5093002860698053,0,0,1,0,0,1,1,0,0,0,0
0,1,1,-1.0734454153817725,0,0,1,0,0,1,-0.961338049733544,1,0,0,1,0,0,0,0,1,0,1
0,0,0,-1.2774445836787656,0,0,0,0,0,0,0.1940416391004707,0,1,0,1,0,0,0,0,0,1,1
0,1,0,1.1657772395230557,1,1,0,1,1,0,0.3519123541162524,1,0,0,0,0,1,0,1,0,0,0
0,0,0,-0.9516816739185228,0,1,0,1,1,1,0.1159371800926631,1,0,0,1,0,0,1,0,0,0,0
0,1,0,-0.2594354906780068,0,0,1,0,1,1,0.2754696921086108,1,0,0,1,0,0,0,0,1,0,0
0,1,1,1.5322605130033284,1,1,1,1,1,1,1.721233082253138,0,1,0,0,0,1,0,1,0,0,0
0,1,1,-0.62591876415828,0,0,0,0,0,0,-1.491020519067978,0,0,1,0,1,0,1,0,0,0,0
0,1,0,-0.5037576729981889,0,0,0,0,0,0,-1.4760643460664828,0,0,1,0,1,0,0,0,0,1,0
0,1,1,1.5322605130033284,0,0,1,1,1,0,-0.1466267459335843,1,0,0,0,1,0,0,0,1,0,0
1,0,0,-0.5444780367182193,0,0,0,1,0,1,1.034910921184529,0,1,0,1,0,0,0,1,0,0,1
0,0,0,-1.2367242199587352,0,0,0,0,0,1,0.5147684601325326,0,1,0,1,0,0,0,0,1,0,1
